country,Country Code,year,Time Code,customs_and_other_import_duties_perc_tax_revenue,customs_and_other_import_duties_currentLCU,grants_and_other_revenue_perc_revenue,grants_and_other_revenue_currentLCU,other_taxes_perc_revenue,other_taxes_currentLCU,revenue_excluding_grants_percGDP,revenue_excluding_grants_currentLCU,social_contributions_perc_revenue,social_contributions_currentLCU,tax_revenue_percGDP,tax_revenue_currentLCU,taxes_on_exports_perc_revenue,taxes_on_exports_currentLCU,taxes_on_goods_and_services_perc_revenue,taxes_on_goods_and_services_perc_value_added_of_industry_and_services,taxes_on_goods_and_services_currentLCU,taxes_on_income_profits_and_capital_gains_perc_revenue,taxes_on_income_profits_and_capital_gains_perc_total_taxes,taxes_on_income_profits_and_capital_gains_currentLCU,taxes_on_international_trade_perc_revenue,taxes_on_international_trade_current_LCU
Bhutan,BTN,1990,YR1990,1.337936987,3100000,83.63469417,1184100000,0.3743466591,5300000,17.7252064,892800000,0,0,4.600056366,231700000,0,0,10.7430428,4.594200994,152100000,5.028958892,30.72939145,71200000,0.2189574799,3100000
Bhutan,BTN,1991,YR1991,2.308238636,6500000,83.7140709,1447500000,0.5031519287,8700000,17.8668258,976400000,0,0,5.152906744,281600000,0,0,11.19657625,5.293516465,193600000,4.210282806,25.85227273,72800000,0.3759181077,6500000
Bhutan,BTN,1992,YR1992,3.199268739,10500000,82.6789107,1566600000,0.6280346211,11900000,17.8096704,1108900000,0,0,5.271109952,328200000,0,0,11.79544015,5.383234512,223500000,4.343466329,25.07617307,82300000,0.5541481951,10500000
Bhutan,BTN,1993,YR1993,2.572131514,11500000,83.32027607,2233400000,0.3805260213,10200000,21.04871538,1450400000,0,0,6.488472592,447100000,0.3578617759,1600000,10.43088976,5.904209896,279600000,5.379593359,32.25229255,144200000,0.488714792,13100000
Bhutan,BTN,1994,YR1994,4.4903636,22600000,83.32726008,2515400000,0.221949846,6700000,19.23224106,1562500000,0,0,6.194935632,503300000,1.609378105,8100000,9.95792891,5.667020576,300600000,5.475867095,32.84323465,165300000,1.01699407,30700000
Bhutan,BTN,1995,YR1995,4.60141582,29900000,81.76972281,2914600000,0.179553361,6400000,19.01531921,1791200000,0,0,6.898255038,649800000,1.754385965,11400000,9.499495006,5.258930984,338600000,7.392548536,40.55093875,263500000,1.158680283,41300000
Bhutan,BTN,1996,YR1996,2.262497039,19100000,80.858445,3566100000,0.136045167,6000000,19.03779397,2046700000,0,0,7.852497029,844200000,1.350390903,11400000,8.652472621,5.108467176,381600000,9.661474276,50.47382137,426100000,0.6915629322,30500000
Bhutan,BTN,1997,YR1997,2.520428128,21900000,81.06889189,3720900000,0.1960869755,9000000,18.43307495,2357700000,0,0,6.793272607,868900000,2.624007366,22800000,6.965445117,3.635494227,319700000,10.71942133,56.62331684,492000000,1.050154691,48200000
Bhutan,BTN,1998,YR1998,2.388658446,29772000,74.45976561,3633714000,0.1555704551,7592000,20.43072375,3063804000,0,0,8.311448699,1246390000,1.48147851,18465000,10.63768313,4.908901732,519130000,13.6817576,53.56942851,667684000,1.0652232,51984000
Bhutan,BTN,1999,YR1999,3.491862854,44200000,81.47573611,5567400000,0.1039044664,7100000,20.76834066,3570600000,0,0,7.362506471,1265800000,1.564228156,19800000,6.824035591,3.754051757,466300000,10.60996312,57.27603097,725000000,0.9863607095,67400000
Bhutan,BTN,2000,YR2000,2.928531688,57900000,74.61415988,5811100000,0.09501553632,7400000,23.66449021,4514100000,0,0,10.36464934,1977100000,0.4754438319,9400000,10.81764721,6.008202134,842500000,13.56796179,53.44696778,1056700000,0.9052155825,70500000
Bhutan,BTN,2001,YR2001,4.084720121,78300000,77.73793805,6693713000,0.9804876842,84426000,22.50050752,4899613000,0,0,8.802985636,1916900000,0.6886118212,13200000,6.342173316,3.360477719,546100000,13.84075675,62.17194429,1191774000,1.098644196,94600000
Bhutan,BTN,2002,YR2002,3.914539458,94520000,72.53668002,6377459000,0.9977994886,87727000,19.92034543,5043532000,0,0,9.536853742,2414588000,0.5091551851,12294000,10.40723508,4.911699568,915009000,14.84339199,54.0480612,1305038000,1.214893414,106814000
Bhutan,BTN,2003,YR2003,4.243834667,115159000,61.31965551,4301786000,1.50324731,105458000,16.86882894,4746260000,0,0,9.644347227,2713560000,0.02811804419,763000,17.38321959,5.810604796,1219493000,18.14147157,46.90100827,1272687000,1.652406025,115922000
Bhutan,BTN,2004,YR2004,6.266663451,153320000,76.41033191,7924880000,1.139490547,118182000,16.17775133,5004099000,0,0,7.909603281,2446597000,0.02006869133,491000,7.232258241,3.261380126,750092000,13.68601598,58.01699258,1419442000,1.483019246,153811000
Bhutan,BTN,2005,YR2005,7.65641262,230774000,70.78190566,7389047000,0.1223755709,12775000,17.26022475,6066101000,0.344864417,36001000,8.576268256,3014127000,0.02886407905,870000,11.78502133,4.602919764,1230259000,14.65482665,50.7557578,1529843000,2.311006377,241250000
Bhutan,BTN,2006,YR2006,4.279022613,157178000,72.37113491,9737060000,0.1000197557,13457000,17.41260219,6902907000,0.327477925,44060000,9.265712756,3673222000,0.009228954852,339000,12.28751283,5.397551618,1653204000,13.62526685,49.90686651,1833190000,1.288587729,173371000
Bhutan,BTN,2007,YR2007,3.890694842,144690000,76.56984924,12314797000,0.1371005284,22050000,20.87065447,10082155000,0.3072730618,49419000,7.69828607,3718873000,0.0003226784028,12000,8.85298216,3.671569273,1423833000,13.11351321,56.71228891,2109058000,1.019281806,163932000
Bhutan,BTN,2008,YR2008,2.810351062,129479000,74.47512721,13612493000,0.211473908,38653000,23.11286602,12345984000,0.31838441,58194000,8.625153926,4607218000,0.002257327524,104000,10.22849172,4.342458281,1869554000,13.93415711,55.28004101,2546872000,0.8323656349,152139000
Bhutan,BTN,2009,YR2009,3.147460543,177960000,72.23949273,14898751000,0.1284322212,26488000,23.51979394,14049039000,0.3455907039,71275000,9.465618506,5654082000,0,0,10.38537036,4.429328643,2141890000,15.91263971,58.04372841,3281840000,0.9884742652,203864000
Bhutan,BTN,2010,YR2010,1.886491153,179754228,64.21574483,17140077043,0,0,22.00030408,15572506347,0.08549806386,22820624.53,13.46153264,9528495680,0,0,12.25700473,5.697184907,3271565345,22.76829849,63.77896692,6077176108,0.6734538945,179754228
Bhutan,BTN,2011,YR2011,2.469735327,283394406,58.75937264,16382261241,0,0,20.95840476,17382525127,0.08358454982,23303583.23,13.8352247,11474687302,0,0,14.92606028,6.196341232,4161423239,25.2145125,61.26415014,7029869657,1.016470026,283394406
Bhutan,BTN,2012,YR2012,2.668501837,382386533.3,56.23512455,18442643798,0,0,21.32028799,20294075181,0.07110063797,23317877.4,15.05424172,14329633506,0,0,19.5311,8.419014088,6405340491,22.99670562,52.63153784,7541906481,1.165969183,382386533.3
Bhutan,BTN,2013,YR2013,1.892460342,286730139.7,50.43354955,15439240832,0,0,20.45508088,21050400302,0.07386376528,22611941.28,14.72269791,15151183529,0,0,23.03483079,8.504784161,7051661111,25.52112832,51.56555765,7812792278,0.9366275755,286730139.7
Bhutan,BTN,2014,YR2014,1.934714632,308465000,57.3343947,21457652829,0,0,19.92381833,23189092829,0.06438934652,24098000,13.6986507,15943695000,0,0,16.79478457,6.760083825,6285523000,24.98221943,58.64203373,9349707000,3.62438969,1356444000
Bhutan,BTN,2015,YR2015,2.599719879,443156376.3,47.72676658,16790327126,0.05736900405,20182476.5,19.62512723,25225085110,0.6096533317,214476689,13.26203862,17046312562,0,0,19.26796282,6.50221601,6778489765,27.31644022,56.37555114,9609952655,5.009744345,1762433376
Bhutan,BTN,2016,YR2016,3.136107354,590519060.6,52.53039067,22150454981,0.04854232921,20468811.75,18.80250911,27277322653,0.5279847162,222634965,12.9794732,18829682593,0,0,18.04489359,6.485270378,7608978306,24.67629874,55.2597659,10405238520,4.155592804,1752286061
Bhutan,BTN,2017,YR2017,2.811018478,562563000,48.7668348,20859760000,0.04700700044,20107000,18.66730119,29787727000,0.4856213331,207722000,12.54156214,20012782000,0,0,20.61480584,6.916218986,8817876000,24.32411569,51.98934361,10404514000,4.523323253,1934828000
Bhutan,BTN,2018,YR2018,2.782191332,745733601.1,48.38906788,25130566130,0.05651229639,29349315.12,22.16285668,37087317722,0.4316985524,224200000,16.0175848,26803821592,0,0,24.20688874,9.615762221,12571699452,22.73651508,44.05368038,11808069894,4.179317455,2170502931
Bhutan,BTN,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1960,YR1960,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1961,YR1961,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1962,YR1962,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1963,YR1963,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1964,YR1964,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1965,YR1965,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1966,YR1966,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1967,YR1967,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1968,YR1968,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1969,YR1969,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1970,YR1970,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1971,YR1971,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1972,YR1972,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1973,YR1973,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1974,YR1974,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1975,YR1975,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1976,YR1976,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1977,YR1977,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1978,YR1978,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1979,YR1979,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1980,YR1980,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1981,YR1981,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1982,YR1982,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1983,YR1983,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1984,YR1984,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,1985,YR1985,15.45547595,30200000,6.322580645,14700000,0.688172043,1600000,9.826055572,232500000,9.634408602,22400000,8.258112941,195400000,5.834186285,11400000,60.12903226,7.810278393,139800000,2.666666667,3.172978506,6200000,20.55913978,47800000
Bolivia,BOL,1986,YR1986,18.7121088,114200000,25.96723253,263100000,10.70864587,108500000,13.15103022,1000500000,13.79786814,139800000,8.02206271,610300000,1.867933803,11400000,35.69877615,6.194758621,361700000,1.431109356,2.375880714,14500000,12.39636794,125600000
Bolivia,BOL,1987,YR1987,19.09321318,135600000,30.42406731,358000000,4.376646554,51500000,13.09711699,1163600000,9.220701963,108500000,7.993788662,710200000,6.110954661,43400000,30.34758222,5.22329399,357100000,2.574997875,4.26640383,30300000,15.27152205,179700000
Bolivia,BOL,1988,YR1988,17.00775391,133800000,43.26034063,622300000,6.089676747,87600000,12.49733932,1350400000,2.050747306,29500000,7.280551571,786700000,0.8897928054,7000000,35.5509211,6.124568502,511400000,4.525547445,8.27507309,65100000,9.787973584,140800000
Bolivia,BOL,1989,YR1989,14.57916944,131300000,40.74477227,711200000,2.486393584,43400000,12.75021258,1618500000,7.659696362,133700000,7.094742942,900600000,1.065956029,9600000,35.34230879,6.23969954,616900000,5.368089373,10.40417499,93700000,8.645087368,150900000
Bolivia,BOL,1990,YR1990,13.00223714,145300000,42.69949439,971200000,4.721916905,107400000,13.67533123,2111900000,8.168828314,185800000,7.23622456,1117500000,0,0,34.58342493,6.530299143,786600000,4.541657507,9.243847875,103300000,6.388217191,145300000
Bolivia,BOL,1991,YR1991,11.14185939,169100000,43.82069009,1375400000,1.360435849,42700000,14.85093556,2841300000,7.824895657,245600000,7.932729699,1517700000,0,0,36.98983656,7.858954178,1161000000,4.616560997,9.547341372,144900000,5.387580846,169100000
Bolivia,BOL,1992,YR1992,11.97427521,234600000,41.69091665,1604600000,1.20816878,46500000,15.17170478,3339900000,7.404905425,285000000,8.899788616,1959200000,0,0,39.01735606,8.78158222,1501700000,4.583246726,9.003674969,176400000,6.09540636,234600000
Bolivia,BOL,1993,YR1993,10.5043822,244500000,49.7297921,2585800000,1.107756217,57600000,16.04196808,3923700000,5.50608689,286300000,9.516345517,2327600000,0,0,34.99817297,9.592320072,1819800000,3.955997461,8.837429112,205700000,4.702194357,244500000
Bolivia,BOL,1994,YR1994,10.86016858,301500000,41.88499362,2231800000,0.5142256587,27400000,16.38639441,4528600000,6.013062082,320400000,10.04546839,2776200000,0,0,43.35823136,10.93407829,2310300000,2.571128294,4.934802968,137000000,5.658358982,301500000
Bolivia,BOL,1995,YR1995,11.16145501,349800000,39.36243578,2283100000,0.7068721768,41000000,16.23635225,5233800000,6.604944657,383100000,9.722329464,3134000000,0,0,45.01741319,10.67589439,2611100000,2.277507672,4.215060625,132100000,6.030826523,349800000
Bolivia,BOL,1996,YR1996,8.189048042,377900000,27.24221196,2053300000,0.4789577031,36100000,17.16775609,6444200000,11.53213395,869200000,12.29385246,4614700000,0,0,50.20564666,13.35856944,3784100000,5.527251499,9.027672438,416600000,5.013798227,377900000
Bolivia,BOL,1997,YR1997,8.980896567,472000000,20.54698991,1620500000,0.2764112187,21800000,16.97753038,7070100000,12.81508343,1010700000,12.62034606,5255600000,0,0,53.73028351,13.45019796,4237600000,6.646548664,9.97412284,524200000,5.984683268,472000000
Bolivia,BOL,1998,YR1998,8.776880873,556700000,20.82015766,1869900000,4.634124616,416200000,17.68365801,8279900000,8.556763016,768500000,13.54652906,6342800000,0,0,52.91163764,13.03679456,4752100000,6.878813522,9.740177839,617800000,6.198503541,556700000
Bolivia,BOL,1999,YR1999,8.290932924,480700000,29.70797142,2852500000,4.222125018,405400000,17.89843151,8619200000,9.906475869,951200000,12.03978514,5797900000,0,0,43.75117166,10.9917477,4200900000,7.403820117,12.261336,710900000,5.006352975,480700000
Bolivia,BOL,2000,YR2000,8.116254373,519700000,28.69434835,2928000000,0.1469997354,15000000,17.80198046,9244300000,8.554404602,872900000,12.3308029,6403200000,0,0,50.42090924,12.71854735,5145000000,7.090287237,11.29903798,723500000,5.093050833,519700000
Bolivia,BOL,2001,YR2001,7.338112016,465080000,30.18948371,3157980000,1.424975599,149060000,16.90831885,9095040000,9.222094865,964680000,11.78254596,6337870000,0,0,48.64667469,12.11696184,5088700000,6.070724906,10.01961227,635030000,4.446046233,465080000
Bolivia,BOL,2002,YR2002,6.533083741,488221117.1,31.627381,3958566968,1.302391924,163010830.7,18.37705136,10416540715,8.665850168,1084640813,13.18410486,7473057692,0,0,47.7814564,13.56616042,5980453929,6.722227304,11.25873571,841371815.1,3.900693207,488221117.1
Bolivia,BOL,2003,YR2003,5.667867297,455178732.1,33.00329788,4660944763,1.753714221,247671161.3,18.79573449,11635395869,10.13161989,1430854602,12.97300023,8030864314,0,0,45.56258774,13.51960791,6434651030,6.325742866,11.12412507,893363390.1,3.223037399,455178732.1
Bolivia,BOL,2004,YR2004,5.052939657,528300000,30.65534637,5213800000,6.047225391,1028500000,20.24240532,14094000000,7.871094439,1338700000,15.01634882,10455300000,0,0,45.30627124,14.53815117,7705600000,7.013840708,11.40952436,1192900000,3.106221851,528300000
Bolivia,BOL,2005,YR2005,5.191930326,648448131.2,30.2262337,6070356983,2.036144387,408920390.7,22.97238836,17694210367,7.584391398,1523178962,16.21516419,12489538390,0,0,48.20846464,17.19784312,9681741788,8.715936863,14.01515432,1750428079,3.228829015,648448131.2
Bolivia,BOL,2006,YR2006,4.863116018,750304081.9,52.10753875,18619502821,1.384198343,494613362.6,23.20391311,21289078630,4.715193328,1684872431,16.81616822,15428463543,0,0,33.11541355,18.22077145,11833077339,6.577895399,15.23462626,2350468759,2.099760633,750304081.9
Bolivia,BOL,2007,YR2007,5.125084901,895627523.2,27.7714461,7442018248,2.921644485,782923996.7,23.2656061,23965710532,7.015561184,1879986162,16.9648658,17475369492,0,0,49.30806143,18.11777599,13213265586,9.64106556,14.7839643,2583552386,3.342221243,895627523.2
Bolivia,BOL,2008,YR2008,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,2009,YR2009,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,2010,YR2010,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,2011,YR2011,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,2012,YR2012,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,2013,YR2013,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,2014,YR2014,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,2015,YR2015,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,2016,YR2016,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,2017,YR2017,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,2018,YR2018,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1960,YR1960,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1961,YR1961,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1962,YR1962,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1963,YR1963,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1964,YR1964,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1965,YR1965,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1966,YR1966,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1967,YR1967,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1968,YR1968,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1969,YR1969,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1970,YR1970,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1971,YR1971,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1972,YR1972,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1973,YR1973,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1974,YR1974,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1975,YR1975,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1976,YR1976,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1977,YR1977,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1978,YR1978,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1979,YR1979,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1980,YR1980,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1981,YR1981,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1982,YR1982,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1983,YR1983,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1984,YR1984,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1985,YR1985,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1986,YR1986,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1987,YR1987,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1988,YR1988,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1989,YR1989,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1990,YR1990,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1991,YR1991,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1992,YR1992,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1993,YR1993,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1994,YR1994,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1995,YR1995,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1996,YR1996,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1997,YR1997,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1998,YR1998,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1999,YR1999,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,2000,YR2000,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,2001,YR2001,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,2002,YR2002,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,2003,YR2003,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,2004,YR2004,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,2005,YR2005,47.53953315,1668619892,11.40647322,722261280.4,4.405556252,278961133.6,35.51079109,6267775010,33.16165348,2099805772,19.88609239,3509962721,0,0,22.67168518,10.69192522,1435577856,2.002578079,3.612683389,126803840.2,26.35205378,1668619892
Bosnia and Herzegovina,BIH,2006,YR2006,0.04266445714,1856074.93,10.09598323,773321579.2,3.974781836,304456187.7,38.01585594,7624921960,33.10801393,2535973072,21.68995499,4350400906,0.003360327316,146187.71,50.60084198,26.24675363,3875870445,2.194238781,3.863368322,168072010.5,0.02614023789,2002262.64
Bosnia and Herzegovina,BIH,2007,YR2007,0.1068479182,5154289.89,11.6175029,1016411990,2.387898938,208916591.9,38.63242938,8710785705,33.24516025,2908609517,21.39426966,4823949756,0,0,49.38663752,25.78691652,4320822724,3.3038873,5.992105329,289056150.4,0.05891309658,5154289.89
Bosnia and Herzegovina,BIH,2008,YR2008,0.06242776889,3234359.77,9.788779478,949401555.6,4.382914304,425093411.1,37.87841274,9666317147,36.79303669,3568510900,20.30211318,5180963259,0,0,46.34197991,22.91750996,4494651036,2.659941834,4.979468869,257984452.6,0.03334778035,3234359.77
Bosnia and Herzegovina,BIH,2009,YR2009,0.01546609308,726658.7,10.92134332,1022117916,1.618006536,151427660.5,37.35762803,9264138858,38.87620616,3638386383,18.94628629,4698398595,0,0,43.30554631,20.80696619,4052924027,5.271133316,10.49975302,493320248.5,0.007764357727,726658.7
Bosnia and Herzegovina,BIH,2010,YR2010,0.001336180707,66719.01,9.921902533,969984466.6,0.1346575182,13164380.57,38.37019773,9732582621,39.00236849,3812947312,19.68567609,4993262489,0,0,44.85980603,22.17718604,4385581786,6.396708028,12.52396815,625354603.6,0.0006824640364,66719.01
Bosnia and Herzegovina,BIH,2011,YR2011,0,0,8.653695941,886987417.9,0.4704120139,48216339.05,38.83560406,10187069050,39.38014951,4036390620,20.30566528,5326432261,0,0,44.87915307,22.48030458,4600028053,6.616589473,12.73249778,678187869.2,0,0
Bosnia and Herzegovina,BIH,2012,YR2012,0,0,9.430973588,980533353.6,0.3495162029,36339015.41,39.48127627,10353060580,38.9215022,4046648071,20.47753979,5369765873,0,0,44.58028282,22.54255622,4634988510,6.717725195,13.0068678,698438348.2,0,0
Bosnia and Herzegovina,BIH,2013,YR2013,0,0,9.202409542,953295370.5,0.3359208376,34798688.09,38.44867862,10296077064,39.73939007,4116680138,19.75154464,5289217551,0,0,43.86051135,21.61950957,4543595047,6.861768205,13.43911096,710823815.6,0,0
Bosnia and Herzegovina,BIH,2014,YR2014,0,0,11.13347377,1208459051,0.3871430188,42021609.31,39.41685422,10783942838,39.01544544,4234847913,19.77790156,5410978731,0,0,42.97792421,21.60005538,4664946679,6.486013561,13.01077822,704010442.1,0,0
Bosnia and Herzegovina,BIH,2015,YR2015,0.0002183639576,12444.57,9.481489194,1050462127,0.3095216968,34292167.95,38.58886287,11032190844,39.07920563,4329617912,19.9342157,5699003690,0,0,44.33091316,21.80088287,4911458987,6.798757993,13.21704865,753240090.6,0.0001123249025,12444.57
Bosnia and Herzegovina,BIH,2016,YR2016,0.06613198634,3945689.44,8.649355941,988485626.2,0.431668904,49332980.37,38.14102455,11405867429,39.14412423,4473559004,19.95149151,5966385797,0,0,44.2670447,21.50688308,5059028406,7.47328101,14.31484235,854078720.8,0.03452520856,3945689.44
Bosnia and Herzegovina,BIH,2017,YR2017,0.0001553596651,9875.62,8.934751229,1088164697,0.4124164408,50228260.4,38.70530944,12144269622,38.87204848,4734232635,20.25933741,6356617720,0,0,43.55386562,21.21490497,5304431850,8.226837147,15.76227765,1001947734,8.11E-05,9875.62
Bosnia and Herzegovina,BIH,2018,YR2018,0.0001302556178,8904.56,9.003070055,1175187643,0.333856779,43578952.38,38.8980802,13009103893,38.62489912,5041780624,20.44074813,6836219545,0,0,43.55882787,21.39635504,5685815610,8.438846331,16.11326924,1101538461,0.04049985058,5286521.56
Bosnia and Herzegovina,BIH,2019,YR2019,0.01006805356,714320.73,8.232160793,1115999689,0.3725208543,50501097.84,38.07863426,13440140314,39.43220308,5345659236,20.10135331,7094923814,0,0,43.68432859,21.05344828,5922102149,8.233514247,15.73213752,1116183171,0.04527243958,6137395.73
Bosnia and Herzegovina,BIH,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1960,YR1960,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1961,YR1961,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1962,YR1962,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1963,YR1963,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1964,YR1964,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1965,YR1965,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1966,YR1966,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1967,YR1967,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1968,YR1968,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1969,YR1969,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1970,YR1970,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1971,YR1971,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1972,YR1972,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1973,YR1973,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1974,YR1974,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1975,YR1975,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1976,YR1976,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1977,YR1977,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1978,YR1978,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1979,YR1979,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1980,YR1980,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1981,YR1981,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1982,YR1982,,,,,,,,,,,,,,,,,,,,,,
